obs, time, Delta, Theta, Alpha1, Alpha2, Beta1, Beta2, Gamma1, Gamma2, Attention, Meditation, Derived, totPwr, class 
1, 4.0, 834890, 984242, 61478, 92115, 65688, 77120, 18566, 39802, NA, NA, 1.64, 2173901,  X*
2, 5.0, 1305856, 288348, 92648, 68367, 66440, 83460, 91142, 10078, NA, NA, 1.52, 2006339,  X*
3, 6.0, 1524642, 122621, 107463, 41396, 76374, 59384, 44304, 80720, NA, NA, 1.37, 2056904,  X*
4, 7.0, 1495605, 76576, 90588, 9158, 28476, 14196, 19820, 8022, 35, 53, 1.46, 1742441,  X*
5, 8.0, 375157, 131845, 84638, 10700, 12208, 8982, 13913, 5612, 16, 63, 1.58, 643055,  X*
6, 9.0, 384121, 75891, 7735, 12660, 11944, 5899, 5162, 3776, 7, 60, 1.55, 507188,  X*
7, 10.0, 1617307, 266906, 44228, 15032, 34991, 12976, 11920, 9132, 1, 56, 1.59, 2012492,  X*
8, 11.0, 519040, 69273, 28810, 4717, 9043, 9080, 13789, 2104, 1, 48, 1.67, 655856,  X*
9, 12.0, 216870, 3360, 17353, 14120, 4336, 8112, 2753, 3891, 24, 61, 1.76, 270795,  X*
10, 13.0, 480586, 43458, 4623, 17470, 6811, 4839, 7317, 2505, 26, 67, 1.65, 567609,  X*
11, 14.0, 1816616, 534826, 142480, 22035, 60810, 39954, 16949, 20579, 34, 74, 1.73, 2654249,  X*
12, 15.0, 1519087, 246589, 128294, 102658, 25488, 35911, 23437, 22288, 29, 80, 1.86, 2103752,  X*
13, 16.0, 1128700, 573005, 39802, 86705, 61837, 28113, 22634, 21867, 1, 53, 1.90, 1962663,  X*
14, 17.0, 154617, 78672, 8133, 101325, 34168, 59034, 35064, 6117, 26, 60, 1.77, 477130,  X*
15, 18.0, 1740404, 356367, 41454, 51015, 48962, 50665, 67285, 20723, 40, 56, 1.69, 2376875,  X*
16, 19.0, 158769, 61176, 13593, 11430, 3578, 17311, 8252, 11535, 61, 44, 1.53, 285644,  X*
17, 20.0, 1276043, 191664, 68757, 100879, 101308, 39870, 32132, 19211, 80, 56, 1.44, 1829864,  X*
18, 21.0, 320161, 76404, 49944, 20446, 28674, 12437, 9007, 6455, 53, 54, 1.53, 523528,  X*
19, 22.0, 145908, 21472, 2800, 1878, 2974, 4414, 1414, 2718, 61, 51, 1.44, 183578,  X*
20, 23.0, 120347, 8049, 8140, 6403, 4364, 2148, 4957, 1636, 47, 66, 1.53, 156044,  X*
21, 24.0, 1786424, 98018, 31161, 18739, 36765, 8663, 12363, 8240, 35, 61, 1.62, 2000373,  X*
22, 26.0, 653048, 292864, 24208, 12529, 12184, 11466, 9276, 12159, 17, 43, 1.51, 1027734,  X*
23, 27.0, 231165, 7208, 1808, 6079, 2556, 4632, 5494, 4889, 30, 56, 1.26, 263831,  X*
24, 28.0, 300251, 254146, 15556, 6706, 12839, 12208, 13353, 13744, 16, 26, 1.22, 628803,  X*
25, 29.0, 1387161, 106674, 3709, 15832, 11104, 30860, 14712, 8189, 47, 13, 1.09, 1578241,  X*
26, 30.0, 1563035, 514279, 91134, 42784, 87115, 40754, 57798, 57782, 57, 21, 0.99, 2454681,  X*
27, 31.0, 1622709, 218374, 49016, 29419, 61739, 18126, 9849, 8916, 26, 11, 1.14, 2018148,  X*
28, 32.0, 1091280, 81006, 17146, 9939, 16140, 24911, 7294, 6954, 57, 26, 1.24, 1254670,  X*
29, 33.0, 138460, 14919, 4120, 1022, 1717, 3863, 1792, 1112, 54, 35, 1.32, 167005,  X*
30, 34.0, 1179712, 233043, 30516, 35259, 33769, 36805, 24258, 14778, 66, 35, 1.41, 1588140,  X*
31, 35.0, 207454, 28449, 2488, 8670, 1487, 2228, 1049, 2717, 66, 38, 1.53, 254542,  X*
32, 36.0, 1341117, 231161, 98840, 23641, 74822, 55023, 26914, 32821, 60, 41, 1.40, 1884339,  X*
33, 37.0, 244478, 46391, 11612, 13252, 9982, 4258, 5638, 4263, 37, 48, 1.44, 339874,  X*
34, 38.0, 424159, 50444, 6857, 13664, 11917, 10034, 5353, 4316, 40, 51, 1.48, 526744,  X*
35, 39.0, 2587694, 235493, 164461, 99143, 62926, 63280, 60348, 27108, 54, 61, 1.57, 3300453,  X*
36, 40.0, 1069875, 145182, 45717, 8049, 6097, 13957, 17792, 4754, 38, 61, 1.53, 1311423,  X*
37, 41.0, 1189825, 159830, 17911, 28163, 16182, 24047, 24329, 4218, 50, 54, 1.53, 1464505,  X*
38, 42.0, 1075656, 121703, 38423, 28479, 24235, 41277, 42475, 23676, 60, 57, 1.41, 1395924,  X*
39, 43.0, 661068, 69691, 29690, 4834, 7464, 15139, 10117, 7054, 63, 50, 1.39, 805057,  X*
40, 44.0, 117024, 29471, 1766, 1357, 1683, 2659, 3237, 2176, 66, 34, 1.19, 159373,  X*
41, 45.0, 678239, 21356, 19803, 15766, 3089, 7682, 7137, 4189, 70, 51, 1.25, 757261,  X*
42, 46.0, 365416, 90965, 8208, 10051, 15510, 13634, 10540, 4807, 60, 40, 1.20, 519131,  X*
43, 47.0, 664372, 13805, 2122, 4544, 2483, 4358, 2294, 1235, 67, 38, 1.27, 695213,  X*
44, 48.0, 886288, 95811, 23822, 24485, 13273, 8610, 18405, 20656, 63, 56, 1.23, 1091350,  X*
45, 49.0, 742099, 117853, 14248, 20471, 22278, 18531, 23318, 7270, 60, 38, 1.30, 966068,  X*
46, 50.0, 605573, 61439, 5143, 39608, 7200, 16900, 7972, 4110, 66, 51, 1.29, 747945,  X*
47, 51.0, 813295, 22928, 4540, 7090, 15845, 8658, 6218, 6371, 67, 48, 1.26, 884945,  X*
48, 52.0, 404143, 279221, 109633, 42109, 70095, 58114, 29401, 11034, 81, 48, 1.38, 1003750,  X*
49, 53.0, 2342494, 148428, 38304, 92290, 70486, 47350, 108916, 18033, 87, 56, 1.37, 2866301,  X*
50, 54.0, 579443, 211204, 13999, 14126, 12564, 26743, 30941, 6709, 78, 38, 1.33, 895729,  X*
51, 55.0, 87534, 20639, 8190, 1929, 3521, 2267, 3466, 4027, 54, 43, 1.20, 131573,  X*
52, 56.0, 473439, 13083, 4287, 4317, 4223, 4278, 3372, 4857, 63, 44, 1.21, 511856,  X*
53, 57.0, 489486, 55183, 16408, 16681, 1140, 2939, 3421, 3059, 34, 48, 1.28, 588317,  X*
54, 58.0, 918842, 126873, 15696, 19474, 16023, 6825, 6782, 8913, 16, 56, 1.36, 1119428,  X*
55, 59.0, 1420489, 373058, 158780, 21535, 52040, 117842, 48145, 12621, 37, 54, 1.51, 2204510,  X*
56, 60.0, 2633270, 183738, 66500, 168428, 59557, 46740, 14748, 71184, 26, 63, 1.63, 3244165,  X*
57, 61.0, 787085, 144731, 13175, 22162, 5424, 6884, 6548, 7978, 27, 51, 1.73, 993987,  X*
58, 62.0, 17332, 13631, 1022, 2617, 597, 998, 1107, 589, 34, 53, 1.57, 37893,  X*
59, 63.0, 378990, 100111, 18772, 10611, 9219, 7199, 2659, 3762, 10, 50, 1.70, 531323,  X*
60, 64.0, 83131, 36756, 11927, 7352, 7020, 4336, 3487, 4187, 3, 41, 1.68, 158196,  X*
61, 65.0, 1101355, 130909, 50560, 12585, 11762, 6277, 21348, 13545, 1, 48, 1.60, 1348341,  X*
62, 66.0, 775295, 34997, 29438, 13960, 17784, 8766, 32637, 6675, 13, 60, 1.51, 919552,  X*
63, 67.0, 189237, 24794, 4514, 7810, 2577, 2830, 5797, 1990, 17, 66, 1.48, 239549,  X*
64, 68.0, 1108403, 55122, 44527, 8102, 11495, 10150, 4906, 3892, 20, 70, 1.51, 1246597,  X*
65, 69.0, 706281, 125177, 70607, 51724, 38106, 34832, 39144, 28179, 44, 77, 1.46, 1094050,  X*
66, 70.0, 619389, 78878, 20059, 5257, 8867, 17888, 11252, 6048, 53, 64, 1.44, 767638,  X*
67, 71.0, 1676244, 612935, 8058, 192977, 74041, 55876, 99229, 114444, 51, 60, 1.38, 2833804,  X*
68, 72.0, 125680, 93442, 14132, 23279, 6130, 12171, 14618, 4586, 51, 51, 1.41, 294038,  X*
69, 73.0, 2422743, 374260, 8074, 113630, 34887, 90978, 35917, 14780, 56, 40, 1.23, 3095269,  X*
70, 74.0, 853699, 248870, 44648, 15198, 4658, 18542, 6315, 5733, 37, 38, 1.39, 1197663,  X*
71, 75.0, 265215, 84648, 24372, 19159, 2557, 4438, 9899, 4914, 24, 44, 1.50, 415202,  X*
72, 76.0, 2087569, 1285369, 120692, 75453, 61590, 53278, 34615, 35999, 8, 34, 1.67, 3754565,  X*
73, 77.0, 1356994, 221953, 45685, 68928, 112688, 54500, 55774, 33128, 7, 37, 1.61, 1949650,  X*
74, 78.0, 288292, 97362, 3836, 30605, 15236, 17830, 14549, 8291, 20, 40, 1.56, 476001,  X*
75, 79.0, 902711, 39141, 10211, 8981, 5531, 10091, 8104, 4952, 48, 37, 1.37, 989722,  X*
76, 80.0, 691837, 29216, 23411, 9823, 3892, 4886, 16978, 4349, 61, 60, 1.28, 784392,  X*
77, 81.0, 175418, 89635, 22893, 16483, 7005, 4632, 5320, 4814, 34, 63, 1.35, 326200,  X*
78, 82.0, 801412, 270543, 50588, 99165, 83285, 82290, 67535, 23376, 43, 64, 1.38, 1478194,  X*
79, 83.0, 80747, 162509, 87241, 31795, 19138, 10805, 17308, 15065, 16, 74, 1.53, 424608,  X*
80, 84.0, 614916, 126260, 29530, 44808, 21026, 13121, 8918, 6571, 13, 64, 1.72, 865150,  X*
81, 85.0, 67777, 9245, 2861, 4187, 4344, 1187, 1596, 1131, 24, 67, 1.79, 92328,  X*
82, 86.0, 1067210, 195889, 17107, 42454, 8112, 22354, 9056, 21396, 8, 64, 1.67, 1383578,  X*
83, 87.0, 263552, 80328, 26040, 29541, 39732, 22607, 19613, 19224, 35, 57, 1.65, 500637,  X*
84, 88.0, 330083, 110014, 19371, 11133, 11976, 5532, 20419, 6966, 26, 50, 1.49, 515494,  X*
85, 89.0, 1611097, 400310, 48430, 50907, 24397, 16702, 24287, 24407, 11, 41, 1.34, 2200537,  X*
86, 90.0, 355072, 16817, 1094, 8151, 2026, 4715, 2630, 2554, 27, 47, 1.26, 393059,  X*
87, 91.0, 212525, 452703, 29382, 57890, 16544, 13215, 28481, 16456, 1, 37, 1.26, 827196,  X*
88, 92.0, 1793900, 229930, 15657, 84645, 37086, 15862, 13435, 8516, 10, 41, 1.42, 2199031,  X*
89, 93.0, 271148, 18352, 1048, 2117, 4153, 3859, 5941, 2388, 41, 34, 1.33, 309006,  X*
90, 94.0, 65574, 31485, 32256, 7424, 3621, 4505, 6352, 6220, 24, 44, 1.38, 157437,  X*
91, 95.0, 672726, 233962, 128308, 62624, 57072, 21706, 14771, 17708, 38, 57, 1.61, 1208877,  X*
92, 96.0, 1757562, 374822, 178212, 119498, 109114, 63196, 43652, 34059, 48, 64, 1.73, 2680115,  X*
93, 97.0, 1975748, 747396, 137894, 83049, 56517, 92372, 35973, 42209, 38, 74, 1.66, 3171158,  X*
94, 98.0, 675339, 54274, 5123, 12280, 10064, 5441, 9056, 3778, 41, 56, 1.77, 775355,  X*
95, 99.0, 1322342, 442792, 94472, 30239, 154475, 48396, 43648, 15378, 47, 43, 1.72, 2151742,  X*
96, 100.0, 41035, 13359, 10337, 4491, 6682, 2223, 2378, 7852, 44, 47, 1.49, 88357,  X*
97, 101.0, 772118, 12701, 3430, 6260, 6520, 2982, 4740, 1885, 50, 53, 1.35, 810636,  X*
98, 102.0, 676381, 42490, 11384, 8836, 11101, 5204, 5183, 3029, 50, 56, 1.33, 763608,  X*
99, 103.0, 196769, 25640, 2397, 2736, 3858, 4168, 2194, 3136, 57, 53, 1.29, 240898,  X*
100, 104.0, 1590734, 187813, 24026, 32431, 23894, 9485, 13423, 23797, 48, 40, 1.25, 1905603,  X*
101, 105.0, 724239, 226546, 49644, 52793, 20886, 23448, 15000, 17557, 38, 37, 1.36, 1130113,  X*
102, 106.0, 251783, 28116, 9362, 2592, 1889, 2853, 2401, 3953, 37, 37, 1.38, 302949,  X*
103, 107.0, 799378, 238308, 39673, 69575, 89686, 5268, 18174, 19210, 10, 47, 1.40, 1279272,  X*
104, 108.0, 1120575, 165078, 93792, 9144, 21688, 10682, 14551, 20812, 11, 54, 1.51, 1456322,  X*
105, 109.0, 984941, 105284, 23937, 40412, 51587, 15892, 10377, 15101, 20, 56, 1.58, 1247531,  X*
106, 110.0, 692076, 78989, 30881, 32139, 33224, 11151, 29707, 7065, 21, 61, 1.50, 915232,  X*
107, 111.0, 107761, 38445, 58497, 7454, 4663, 4188, 6405, 6541, 37, 80, 1.64, 233954,  X*
108, 112.0, 438294, 288310, 79123, 40552, 12287, 13168, 31770, 25589, 34, 77, 1.59, 929093,  X*
109, 113.0, 215134, 60560, 10575, 2511, 3663, 6685, 9779, 3156, 34, 67, 1.48, 312063,  X*
110, 114.0, 1188593, 439720, 655155, 82453, 168288, 91015, 138249, 86465, 35, 77, 1.50, 2849938,  X*
111, 115.0, 1185760, 451077, 387276, 190663, 52053, 86852, 84052, 24486, 43, 70, 1.69, 2462219,  X*
112, 116.0, 613628, 327236, 48670, 9836, 37278, 9191, 27484, 12396, 38, 60, 1.52, 1085719,  X*
113, 117.0, 988460, 89084, 26842, 20390, 28522, 17938, 11572, 11064, 41, 67, 1.52, 1193872,  X*
114, 118.0, 1016053, 219267, 119388, 19078, 17882, 21509, 13472, 16769, 38, 60, 1.72, 1443418,  X*
115, 119.0, 197936, 10750, 2375, 3033, 19578, 3887, 3593, 4347, 53, 38, 1.55, 245499,  X*
116, 120.0, 1317534, 111297, 49865, 36212, 36765, 9741, 12273, 11542, 63, 51, 1.46, 1585229,  X*
117, 121.0, 733055, 89995, 11600, 17233, 8711, 15976, 13615, 9152, 64, 50, 1.45, 899337,  X*
118, 122.0, 1786281, 980866, 54555, 102460, 223668, 60397, 71045, 24212, 61, 30, 1.43, 3303484,  X*
119, 123.0, 557403, 82805, 11388, 3407, 7359, 12156, 9652, 6626, 53, 30, 1.22, 690796,  X*
120, 124.0, 641321, 70290, 11063, 10151, 11105, 9774, 16172, 3509, 63, 21, 1.27, 773385,  X*
121, 125.0, 970110, 99909, 30137, 7350, 56257, 15279, 23660, 9287, 60, 20, 1.10, 1211989,  X*
122, 126.0, 217862, 27158, 9096, 6486, 3642, 3961, 6575, 1355, 67, 35, 1.17, 276135,  X*
123, 127.0, 229842, 26215, 1511, 7588, 7514, 2783, 5389, 2335, 61, 41, 1.12, 283177,  X*
124, 128.0, 285592, 36081, 15819, 2229, 3698, 1879, 1921, 3791, 47, 48, 1.26, 351010,  X*
125, 129.0, 979511, 35431, 3944, 4790, 3258, 6722, 6175, 2067, 53, 47, 1.25, 1041898,  X*
126, 130.0, 777020, 203174, 40966, 17769, 12074, 26861, 17505, 6741, 53, 40, 1.36, 1102110,  X*
127, 131.0, 2198122, 518558, 80333, 101009, 23115, 54675, 76518, 28500, 54, 41, 1.33, 3080830,  X*
128, 132.0, 1906534, 113893, 33922, 28861, 11869, 15806, 6156, 5222, 67, 43, 1.59, 2122263,  X*
129, 133.0, 111320, 134105, 6244, 2390, 8980, 8730, 5611, 1767, 54, 27, 1.48, 279147,  X*
130, 134.0, 38727, 18189, 6776, 2355, 2677, 2570, 548, 620, 54, 34, 1.81, 72462,  X*
131, 135.0, 1314204, 194101, 81093, 58167, 31280, 47833, 24757, 6271, 61, 40, 1.94, 1757706,  X*
132, 136.0, 706686, 95293, 29220, 7408, 3972, 9954, 3115, 3826, 56, 35, 2.11, 859474,  X*
133, 137.0, 57608, 23783, 8905, 8325, 6048, 2450, 2701, 748, 54, 63, 2.11, 110568,  X*
134, 138.0, 232740, 213406, 13183, 11895, 15560, 8012, 9493, 4541, 41, 47, 2.16, 508830,  X*
135, 139.0, 471789, 88387, 34281, 24093, 16756, 74383, 34860, 13023, 54, 43, 1.85, 757572,  X*
136, 140.0, 563405, 77322, 12811, 21055, 14821, 6779, 14069, 6636, 51, 43, 1.66, 716898,  X*
137, 141.0, 328412, 147651, 5166, 12404, 10819, 24604, 5910, 6353, 61, 23, 1.46, 541319,  X*
138, 142.0, 1971734, 58616, 16297, 19760, 16491, 15607, 6918, 3554, 80, 38, 1.37, 2108977,  X*
139, 143.0, 613089, 70997, 11385, 13921, 14872, 9245, 5722, 1969, 61, 35, 1.47, 741200,  X*
140, 144.0, 314581, 128779, 6893, 4943, 8740, 4853, 3400, 3227, 54, 17, 1.51, 475416,  X*
141, 145.0, 157559, 284477, 26285, 19753, 13390, 20334, 9985, 5704, 43, 23, 1.60, 537487,  X*
142, 146.0, 482306, 404955, 84994, 50003, 26493, 43978, 101413, 18188, 30, 20, 1.59, 1212330,  X*
143, 147.0, 311477, 84694, 6655, 37878, 12809, 18028, 14127, 14042, 35, 23, 1.45, 499710,  X*
144, 148.0, 281608, 114994, 33883, 27740, 9539, 20438, 16321, 2794, 50, 43, 1.46, 507317,  X*
145, 149.0, 324368, 278003, 34999, 7527, 7427, 21394, 23572, 12135, 51, 43, 1.40, 709425,  X*
146, 150.0, 902630, 82076, 89962, 11776, 29957, 20403, 16044, 24696, 56, 53, 1.34, 1177544,  X*
147, 151.0, 442605, 162084, 87934, 16926, 41577, 20217, 21620, 15471, 48, 56, 1.43, 808434,  X*
148, 152.0, 550487, 234954, 54038, 40256, 19991, 19839, 31612, 43176, 40, 51, 1.42, 994353,  X*
149, 153.0, 592186, 29892, 5730, 13142, 7445, 4210, 6572, 4202, 43, 66, 1.30, 663379,  X*
150, 154.0, 1534744, 190353, 39270, 63443, 19285, 18284, 32871, 13111, 37, 61, 1.39, 1911361,  X*
151, 155.0, 292612, 27837, 3636, 3233, 6421, 2488, 1754, 2399, 37, 51, 1.36, 340380,  X*
152, 156.0, 1620824, 1127466, 25097, 118879, 44840, 29562, 57357, 35573, 26, 38, 1.28, 3059598,  X*
153, 157.0, 1213674, 289894, 231222, 33969, 26097, 43245, 38716, 20791, 23, 47, 1.45, 1897608,  X*
154, 158.0, 27727, 2321, 2898, 210, 728, 1314, 348, 546, 40, 51, 1.51, 36092,  X*
155, 159.0, 1081774, 257741, 16104, 27244, 31086, 18523, 18329, 11593, 40, 47, 1.45, 1462394,  X*
156, 160.0, 22213, 24961, 3509, 838, 2724, 1026, 2609, 1655, 44, 50, 1.38, 59535,  X*
157, 161.0, 566615, 14125, 4958, 7279, 7447, 6380, 3067, 4636, 60, 41, 1.40, 614507,  X*
158, 162.0, 54516, 54676, 10429, 23558, 14126, 11777, 7107, 12908, 51, 37, 1.27, 189097,  X*
159, 163.0, 1009840, 255257, 16576, 24325, 17258, 16442, 9578, 5911, 51, 37, 1.27, 1355187,  X*
160, 164.0, 300840, 225049, 84698, 23834, 14230, 22996, 27029, 41499, 57, 48, 1.27, 740175,  X*
161, 165.0, 336242, 595918, 73815, 57594, 38074, 18433, 29680, 33704, 30, 41, 1.37, 1183460,  X*
162, 166.0, 223137, 31513, 7938, 1195, 8841, 6060, 6848, 9418, 30, 29, 1.25, 294950,  X*
163, 167.0, 203035, 73690, 6519, 7351, 1810, 4603, 7618, 2518, 30, 34, 1.24, 307144,  X*
164, 168.0, 1013904, 320021, 270427, 62166, 60099, 90844, 50851, 46623, 41, 40, 1.26, 1914935,  X*
165, 169.0, 1148537, 59842, 23371, 8251, 15409, 17802, 24773, 9412, 64, 44, 1.21, 1307397,  X*
166, 170.0, 131273, 98546, 11594, 6679, 34627, 13775, 25930, 15620, 61, 40, 1.05, 338044,  X*
167, 171.0, 1537117, 498292, 118566, 45274, 37591, 32496, 21169, 50542, 60, 47, 1.22, 2341047,  X*
168, 172.0, 79938, 50870, 14136, 5577, 12835, 4297, 5636, 7087, 50, 35, 1.22, 180376,  X*
169, 173.0, 1954769, 247062, 12423, 96736, 57584, 81464, 32675, 18705, 51, 34, 1.13, 2501418,  X*
170, 174.0, 1220524, 47978, 31436, 13497, 18718, 11353, 14198, 5610, 53, 51, 1.25, 1363314,  X*
171, 175.0, 1117995, 39291, 6827, 8238, 8488, 7958, 5186, 3930, 66, 50, 1.37, 1197913,  X*
172, 176.0, 682799, 100697, 10868, 29599, 9803, 20475, 13603, 11337, 77, 51, 1.32, 879181,  X*
173, 177.0, 294888, 22200, 11900, 10349, 3425, 5285, 2630, 2403, 67, 60, 1.49, 353080,  X*
174, 178.0, 1308627, 174462, 9984, 60132, 66495, 14817, 23172, 9094, 60, 51, 1.51, 1666783,  X*
175, 179.0, 833806, 359445, 313645, 23468, 88007, 70135, 34050, 31229, 56, 63, 1.60, 1753785,  X*
176, 180.0, 148552, 44039, 7763, 22331, 6604, 6597, 2586, 4302, 50, 69, 1.75, 242774,  X*
177, 181.0, 2102116, 328986, 190952, 47770, 138902, 108771, 66300, 55962, 54, 64, 1.77, 3039759,  X*
178, 182.0, 851360, 95439, 34683, 72445, 37140, 46501, 17382, 14622, 69, 75, 1.71, 1169572,  X*
179, 183.0, 712439, 77897, 6881, 30237, 26993, 11259, 12956, 8787, 67, 66, 1.68, 887449,  X*
180, 184.0, 1324371, 1942609, 168405, 51857, 32953, 36946, 113959, 57016, 50, 47, 1.50, 3728116,  X*
181, 185.0, 140226, 37600, 5720, 11777, 5863, 4309, 3864, 2894, 40, 47, 1.41, 212253,  X*
182, 186.0, 1295470, 257845, 4064, 43860, 9596, 8859, 31018, 10905, 14, 29, 1.34, 1661617,  X*
183, 187.0, 1364138, 262376, 280105, 50932, 41083, 52776, 106260, 42464, 13, 43, 1.27, 2200134,  X*
184, 188.0, 546986, 303962, 124966, 141451, 34380, 50286, 63827, 50475, 34, 66, 1.32, 1316333,  X*
185, 189.0, 375406, 27212, 8510, 9378, 4326, 5686, 5970, 2225, 38, 67, 1.41, 438713,  X*
186, 190.0, 136332, 393729, 22221, 12362, 10970, 22752, 40520, 12744, 47, 60, 1.25, 651630,  X*
187, 191.0, 1179407, 263819, 19951, 26993, 36720, 30793, 33364, 19714, 50, 37, 1.25, 1610761,  X*
188, 192.0, 626779, 141358, 6169, 64658, 18078, 16227, 15494, 12142, 48, 29, 1.25, 900905,  X*
189, 193.0, 319344, 32723, 7620, 3314, 7839, 4016, 5399, 5747, 44, 21, 1.14, 386002,  X*
190, 194.0, 1088865, 273925, 6990, 19931, 39119, 8029, 9380, 25148, 37, 23, 1.01, 1471387,  X*
191, 195.0, 103581, 36159, 10530, 7906, 3192, 9185, 5292, 2892, 41, 37, 1.15, 178737,  X*
192, 196.0, 361584, 147388, 24941, 40662, 4146, 18933, 26741, 6234, 43, 37, 1.25, 630629,  X*
193, 197.0, 95435, 15388, 7781, 3685, 3184, 3240, 7550, 1949, 44, 44, 1.20, 138212,  X*
